reading_id,station,timestamp,temperature,temp_unit,humidity_pct,wind_ms
R0463,Charlie,20.03.2025 13:00,55.9,F,93.5,16.0
R0295,Charlie,13.03.2025 13:15,-4.8,C,38.8,0.2
R0487,Delta,01.03.2025 13:00,12.5,C,76.3,15.7
R0386,Alpha,03/17/2025 08:15 AM,48.6,F,46.8,13.4
R0301,Delta,13.03.2025 19:30,3.3,C,55.8,7.0
R0012,Echo,2025-03-01 18:30,52.2,F,77.3,16.3
R0127,Bravo,06.03.2025 13:30,77.7,F,68.7,17.3
R0239,Alpha,03/11/2025 05:15 AM,14.0,C,90.1,2.0
R0577,Charlie,05.03.2025 07:00,48.4,F,36.9,calm
R0541,Echo,03.03.2025 19:00,11.9,C,93.7,1.3
R0499,Alpha,02.03.2025 01:15,-3.4,C,55.2,2.4
R0581,Echo,03/05/2025 11:30 AM,4.7,C,,6.1
R0007,Echo,01.03.2025 13:30,11.1,C,87.5,12.6
R0411,Echo,2025-03-18 09:30,16.2,C,50.2,14.6
R0339,Bravo,2025-03-15 09:15,59.9,F,83.9,15.7
R0348,Charlie,2025-03-15 18:15,13.6,C,36.7,12.6
R0405,Charlie,2025-03-18 03:30,6.9,C,68.1,13.8
R0569,Alpha,03/04/2025 11:30 PM,20.9,C,,15.2
R0210,Delta,2025-03-10 00:30,10.9,C,34.1,7.7
R0100,Echo,05.03.2025 10:30,14.0,C,74.6,2.1
R0355,Charlie,16.03.2025 01:30,8.3,C,44.0,6.1
R0167,Echo,03/08/2025 05:15 AM,15.3,C,-99,12.8
R0397,Alpha,17.03.2025 19:15,18.8,C,44.7,12.9
R0548,Echo,03/04/2025 02:15 AM,9.8,C,50.6,5.2
R0376,Alpha,16.03.2025 22:00,52.5,F,49.5,1.8
R0122,Delta,03/06/2025 08:00 AM,9.1,C,37.1,calm
R0545,Echo,03/03/2025 11:15 PM,4.1,C,n/a,9.2
R0133,Echo,06.03.2025 19:30,14.4,C,"48,8",2.1
R0008,Delta,03/01/2025 02:30 PM,8.6,C,56.1,11.6
R0141,Alpha,2025-03-07 03:30,16.2,C,52.6,2.7
R0220,Delta,10.03.2025 10:15,24.7,C,71.2,16.5
R0492,Delta,2025-03-01 18:30,69.4,F,71.8,1.7
R0505,Bravo,02.03.2025 07:15,16.8,C,66.6,7.2
R0278,Delta,03/12/2025 08:00 PM,19.6,C,-99,13.3
R0568,Bravo,04.03.2025 22:15,2.1,C,44.1,8.7
R0212,Alpha,03/10/2025 02:00 AM,9.9,C,94.6,11.6
R0296,Delta,03/13/2025 02:15 PM,19.9,C,"90,6",2.9
R0464,Delta,03/20/2025 02:30 PM,11.5,C,34.6,5.7
R0069,Bravo,2025-03-04 03:30,48.6,F,57.9,3.8
R0356,Delta,03/16/2025 02:15 AM,20.8,C,57.0,calm
R0199,Charlie,09.03.2025 13:15,17.0,C,"56,3",16.6
R0137, Charlie ,03/06/2025 11:15 PM,25.8,C,30.1,2.3
R0226,Bravo,10.03.2025 16:30,5.7,C,,5.2
R0450,Charlie,2025-03-20 00:30,62.1,F,,8.4
R0550,Echo,04.03.2025 04:15,15.9,C,40.7,6.1
R0236,Echo,03/11/2025 02:30 AM,5.9,C,50.0,1.4
R0466,Echo,20.03.2025 16:15,54.5,F,49.7,16.0
R0533,Alpha,03/03/2025 11:30 AM,59.9,F,"53,3",calm
R0534,Charlie,2025-03-03 12:15,20.5,C,66.9,16.0
R0473,Delta,03/20/2025 11:15 PM,5.3,C,64.2,16.8
R0035,Alpha,03/02/2025 05:30 PM,44.2,F,53.0,0.5
R0247,Bravo,11.03.2025 13:00,31.6,F,n/a,3.1
R0151,Delta,07.03.2025 13:00,9.1,C,"71,8",11.9
R0111,Echo,2025-03-05 21:00,19.1,C,85.1,17.8
R0013,Alpha,01.03.2025 19:15,77.9,F,39.5,8.1
R0063,Echo,2025-03-03 21:30,15.6,C,89.2,6.3
R0420,Bravo,2025-03-18 18:15,53.8,F,84.2,4.3
R0219,Alpha,2025-03-10 09:15,15.3,C,n/a,11.0
R0073,Alpha,04.03.2025 07:30,17.0,C,56.9,17.2
R0476,Charlie,03/21/2025 02:30 AM,49.1,F,82.7,16.5
R0497,Echo,03/01/2025 11:30 PM,6.1,C,44.0,8.6
R0102,Echo,2025-03-05 12:00,61.7,F,91.3,17.9
R0518,Alpha,03/02/2025 08:00 PM,9.9,C,31.0,14.6
R0316,Alpha,14.03.2025 10:00,10.0,C,30.7,10.2
R0054,Delta,2025-03-03 12:15,60.6,F,66.8,5.9
R0472,Delta,20.03.2025 22:15,65.3,F,n/a,8.5
R0166,Echo,08.03.2025 04:00,57.6,F,"32,1",9.1
R0335,Delta,03/15/2025 05:15 AM,13.4,C,49.4,6.0
R0553,Delta,04.03.2025 07:30,11.8,C,91.7,13.2
R0075,Alpha,2025-03-04 09:15,51.6,F,84.8,5.9
R0064,Delta,03.03.2025 22:30,11.6,C,,0.4
R0176,Delta,03/08/2025 02:15 PM,14.3,C,57.5,5.9
R0481,Delta,01.03.2025 07:15,6.2,C,"31,7",10.4
R0579,Echo,2025-03-05 09:00,15.8,C,"93,6",10.6
R0461,Bravo,03/20/2025 11:15 AM,2.0,C,47.8,9.1
R0153,Delta,2025-03-07 15:00,3.6,C,,calm
R0469,Delta,20.03.2025 19:15,2.6,C,67.8,16.1
R0267,Bravo,2025-03-12 09:15,5.4,C,84.3,4.8
R0009,Delta,2025-03-01 15:30,-2.8,C,43.2,calm
R0399,Delta,2025-03-17 21:00,13.1,C,93.4,6.6
R0570,Alpha,2025-03-05 00:00,16.1,C,70.3,13.5
R0028,Delta,02.03.2025 10:00,16.3,C,42.1,5.0
R0379,Delta,17.03.2025 01:15,19.3,C,60.1,4.6
R0431,Delta,03/19/2025 05:00 AM,39.6,F,32.5,17.7
R0482,Echo,03/01/2025 08:15 AM,11.4,C,35.5,8.4
R0521,Alpha,03/02/2025 11:15 PM,14.5,C,58.1,3.2
R0129,Delta,2025-03-06 15:30,15.5,C,53.3,6.3
R0564,Bravo,2025-03-04 18:15,-6.5,C,71.2,0.7
R0279,Echo,2025-03-12 21:30,13.0,C,83.2,17.5
R0558,Delta,2025-03-04 12:15,56.3,F,65.8,5.8
R0206,Bravo,03/09/2025 08:30 PM,47.7,F,64.6,4.5
R0414,Alpha,2025-03-18 12:15,47.1,F,48.0,8.9
R0495,Charlie,2025-03-01 21:00,9.5,C,58.7,calm
R0383,Echo,03/17/2025 05:15 AM,20.2,C,90.1,12.1
R0018,Delta,2025-03-02 00:00,13.5,C,"80,0",5.9
R0061,Alpha,03.03.2025 19:00,54.5,F,91.3,12.7
R0115,Echo,06.03.2025 01:00,4.7,C,78.3,3.9
R0225,Charlie,2025-03-10 15:15,18.4,C,"34,2",8.8
R0441,Alpha,2025-03-19 15:30,3.5,C,n/a,0.1
R0554,Echo,03/04/2025 08:00 AM,4.3,C,"87,7",11.5
R0113,Echo,03/05/2025 11:30 PM,4.5,C,63.2,11.1
R0116,Echo,03/06/2025 02:15 AM,24.3,F,54.3,2.1
R0310,Delta,14.03.2025 04:15,9.4,C,,9.1
R0531,Bravo,2025-03-03 09:00,49.5,F,42.7,16.3
R0268,Charlie,12.03.2025 10:30,25.3,C,82.3,3.4
R0529,Bravo,03.03.2025 07:00,10.3,C,72.9,10.9
R0416,Alpha,03/18/2025 02:15 PM,46.4,F,"43,7",6.3
R0057,Delta,2025-03-03 15:00,7.3,C,91.9,3.8
R0317,Bravo,03/14/2025 11:00 AM,6.4,C,83.7,0.9
R0062,Echo,03/03/2025 08:00 PM,5.7,C,31.8,calm
R0412,Alpha,18.03.2025 10:15,48.0,F,71.6,5.3
R0557,Delta,03/04/2025 11:15 AM,8.0,C,50.6,5.7
R0002,Alpha,03/01/2025 08:15 AM,15.6,C,46.3,14.5
R0284,Echo,03/13/2025 02:15 AM,12.1,C,36.6,12.0
R0458,Bravo,03/20/2025 08:00 AM,16.3,C,85.4,5.7
R0372,Echo,2025-03-16 18:15,18.6,C,88.6,calm
R0434,Charlie,03/19/2025 08:00 AM,13.8,C,-99,11.5
R0387,Bravo,2025-03-17 09:30,-1.9,C,34.1,4.4
R0370,Bravo,16.03.2025 16:15,40.5,F,"77,4",11.9
R0323,Delta,03/14/2025 05:30 PM,61.7,F,,17.1
R0452,Alpha,03/20/2025 02:00 AM,45.1,F,65.4,7.4
R0351,Charlie,2025-03-15 21:15,11.0,C,73.6,13.1
R0292,Delta,13.03.2025 10:00,9.0,C,59.0,11.0
R0146,Bravo,03/07/2025 08:15 AM,21.2,C,48.9,11.8
R0235,Alpha,11.03.2025 01:30,19.3,C,31.8,6.9
R0025,Alpha,02.03.2025 07:15,12.2,C,92.0,7.3
R0108,Charlie,2025-03-05 18:15,13.2,C,94.3,17.9
R0240,Bravo,2025-03-11 06:15,16.7,C,"41,1",16.8
R0595,Alpha,06.03.2025 01:30,49.3,F,59.1,11.3
R0283,Bravo,13.03.2025 01:15,53.6,F,75.9,0.8
R0065,Charlie,03/03/2025 11:15 PM,24.4,C,53.9,5.5
R0052,Delta,03.03.2025 10:00,12.8,C,58.1,16.2
R0115,Echo,06.03.2025 01:00,4.7,C,78.3,3.9
R0213,Delta,2025-03-10 03:30,21.1,C,"86,0",10.4
R0053,Delta,03/03/2025 11:30 AM,7.4,C,82.4,6.3
R0044,Alpha,03/03/2025 02:30 AM,55.8,F,67.9,6.9
R0178,Echo,08.03.2025 16:15,52.7,F,88.1,6.8
R0367,Echo,16.03.2025 13:15,21.6,C,90.4,3.7
R0563,Delta,03/04/2025 05:00 PM,9.9,C,55.4,1.1
R0436,Echo,19.03.2025 10:30,21.9,C,64.3,9.3
R0256,Bravo,11.03.2025 22:15,14.6,C,79.6,5.2
R0218,Bravo,03/10/2025 08:15 AM,11.0,C,,12.9
R0451,Charlie,20.03.2025 01:30,13.7,C,"68,4",1.2
R0104,Bravo,03/05/2025 02:30 PM,50.4,F,91.2,11.9
R0525,Delta,2025-03-03 03:15,7.4,C,67.3,12.1
R0160,Echo,07.03.2025 22:30,45.1,F,48.2,2.3
R0341,Alpha,03/15/2025 11:00 AM,17.5,C,57.8,calm
R0243,Charlie,2025-03-11 09:30,7.7,C,56.2,8.3
R0086,Alpha,03/04/2025 08:00 PM,12.1,C,51.8,4.4
R0440,Delta,03/19/2025 02:30 PM,14.0,C,"48,2",14.8
R0204,Echo,2025-03-09 18:15,54.3,F,94.3,7.0
R0475,Delta,21.03.2025 01:15,20.0,C,44.2,14.8
R0033,Alpha,2025-03-02 15:15,10.4,C,31.5,17.2
R0509,Delta,03/02/2025 11:15 AM,10.2,C,38.3,7.1
R0139,Delta,07.03.2025 01:00,10.5,C,92.9,calm
R0255,Delta,2025-03-11 21:30,12.6,C,50.1,14.9
R0060,Charlie,2025-03-03 18:15,16.1,C,"71,0",9.7
R0342,Alpha,2025-03-15 12:30,3.9,C,89.2,2.1
R0580,Charlie,05.03.2025 10:30,11.6,C,30.9,13.3
R0163,Charlie,08.03.2025 01:00,10.1,C,41.7,7.3
R0237,Alpha,2025-03-11 03:15,11.3,C,94.2,15.0
R0224,Echo,03/10/2025 02:30 PM,32.4,F,n/a,17.3
R0251,Charlie,03/11/2025 05:15 PM,8.1,C,77.5,2.1
R0150,Echo,2025-03-07 12:00,19.1,C,64.9,16.0
R0019,Delta,02.03.2025 01:15,10.7,C,91.7,2.8
R0406,Charlie,18.03.2025 04:15,13.1,C,75.8,13.3
R0552,Echo,2025-03-04 06:30,49.3,F,"70,9",2.2
R0079,Charlie,04.03.2025 13:00,7.3,C,40.3,3.4
R0382,Delta,17.03.2025 04:00,50.7,F,"52,2",5.1
R0194,Echo,03/09/2025 08:00 AM,16.9,C,38.7,13.3
R0396,Echo,2025-03-17 18:30,7.3,C,41.4,15.8
R0524,Alpha,03/03/2025 02:30 AM,12.3,C,93.7,2.6
R0136,Bravo,06.03.2025 22:15,10.5,C,"76,5",7.4
R0422,Bravo,03/18/2025 08:30 PM,4.6,C,92.4,13.0
R0174,Bravo,2025-03-08 12:00,0.5,C,36.5,15.7
R0126,Charlie,2025-03-06 12:30,15.6,C,53.3,5.6
R0142,Charlie,07.03.2025 04:30,9.6,C,42.4,8.5
R0575,Charlie,03/05/2025 05:30 AM,9.9,C,n/a,16.3
R0363,Delta,2025-03-16 09:30,59.5,F,88.8,12.3
R0583,Alpha,05.03.2025 13:15,68.4,F,75.3,2.0
R0281,Echo,03/12/2025 11:15 PM,12.6,C,55.0,10.7
R0074,Bravo,03/04/2025 08:15 AM,31.1,F,56.4,9.1
R0357,Bravo,2025-03-16 03:00,14.4,C,92.4,1.4
R0504,Delta,2025-03-02 06:00,54.7,F,-99,8.4
R0197,Alpha,03/09/2025 11:30 AM,5.9,C,48.6,5.2
R0318,Delta,2025-03-14 12:15,46.2,F,"53,1",3.6
R0596,Charlie,03/06/2025 02:30 AM,11.6,C,61.3,2.3
R0532,Bravo,03.03.2025 10:00,3.7,C,54.1,8.2
R0131,Alpha,03/06/2025 05:30 PM,54.3,F,47.0,12.8
R0429,Charlie,2025-03-19 03:00,14.3,C,85.5,17.9
R0005,Echo,03/01/2025 11:15 AM,22.9,C,86.9,15.2
R0040,Echo,02.03.2025 22:00,20.9,C,93.5,14.9
R0325,Alpha,14.03.2025 19:00,15.1,C,"39,3",13.9
R0384,Alpha,2025-03-17 06:15,5.5,C,42.9,3.6
R0138,Charlie,2025-03-07 00:00,18.5,C,40.3,16.0
R0091,Delta,05.03.2025 01:00,13.3,C,36.9,0.1
R0130,Delta,06.03.2025 16:15,64.8,F,,9.7
R0328,Echo,14.03.2025 22:15,11.5,C,87.2,8.8
R0394,Alpha,17.03.2025 16:00,10.3,C,,8.7
R0559,Alpha,04.03.2025 13:00,1.8,C,60.6,12.6
R0260,Delta,03/12/2025 02:30 AM,17.5,C,65.2,11.0
R0022,Alpha,02.03.2025 04:15,17.1,C,92.2,7.0
R0378,Alpha,2025-03-17 00:30,11.0,C,"34,9",12.4
R0464,Delta,03/20/2025 02:30 PM,11.5,C,34.6,5.7
R0430,Delta,19.03.2025 04:15,61.0,F,31.8,17.5
R0478,Charlie,21.03.2025 04:15,10.9,C,80.7,1.5
R0523,Echo,03.03.2025 01:30,9.1,C,78.2,5.8
R0483,Bravo,2025-03-01 09:30,39.9,F,"36,3",calm
