reading_id,station,timestamp,temperature,humidity_pct,wind_ms
R0167,Echo,2025-03-08 05:15:00,15.3,,12.8
R0397,Alpha,2025-03-17 19:15:00,18.8,44.7,12.9
R0548,Echo,2025-03-04 02:15:00,9.8,50.6,5.2
R0376,Alpha,2025-03-16 22:00:00,11.39,49.5,1.8
R0122,Delta,2025-03-06 08:00:00,9.1,37.1,0.0
R0545,Echo,2025-03-03 23:15:00,4.1,,9.2
R0133,Echo,2025-03-06 19:30:00,14.4,48.8,2.1
R0008,Delta,2025-03-01 14:30:00,8.6,56.1,11.6
R0141,Alpha,2025-03-07 03:30:00,16.2,52.6,2.7
R0220,Delta,2025-03-10 10:15:00,24.7,71.2,16.5
R0492,Delta,2025-03-01 18:30:00,20.78,71.8,1.7
R0505,Bravo,2025-03-02 07:15:00,16.8,66.6,7.2
R0278,Delta,2025-03-12 20:00:00,19.6,,13.3
R0212,Alpha,2025-03-10 02:00:00,9.9,94.6,11.6
R0296,Delta,2025-03-13 14:15:00,19.9,90.6,2.9
R0464,Delta,2025-03-20 14:30:00,11.5,34.6,5.7
R0069,Bravo,2025-03-04 03:30:00,9.22,57.9,3.8
R0356,Delta,2025-03-16 02:15:00,20.8,57.0,0.0
R0199,Charlie,2025-03-09 13:15:00,17.0,56.3,16.6
R0137,Charlie,2025-03-06 23:15:00,25.8,30.1,2.3
R0226,Bravo,2025-03-10 16:30:00,5.7,,5.2
R0450,Charlie,2025-03-20 00:30:00,16.72,,8.4
R0550,Echo,2025-03-04 04:15:00,15.9,40.7,6.1
R0236,Echo,2025-03-11 02:30:00,5.9,50.0,1.4
R0466,Echo,2025-03-20 16:15:00,12.5,49.7,16.0
R0533,Alpha,2025-03-03 11:30:00,15.5,53.3,0.0
R0534,Charlie,2025-03-03 12:15:00,20.5,66.9,16.0
R0473,Delta,2025-03-20 23:15:00,5.3,64.2,16.8
R0035,Alpha,2025-03-02 17:30:00,6.78,53.0,0.5
R0247,Bravo,2025-03-11 13:00:00,-0.22,,3.1
R0151,Delta,2025-03-07 13:00:00,9.1,71.8,11.9
R0111,Echo,2025-03-05 21:00:00,19.1,85.1,17.8
R0013,Alpha,2025-03-01 19:15:00,25.5,39.5,8.1
R0063,Echo,2025-03-03 21:30:00,15.6,89.2,6.3
R0420,Bravo,2025-03-18 18:15:00,12.11,84.2,4.3
R0219,Alpha,2025-03-10 09:15:00,15.3,,11.0
R0073,Alpha,2025-03-04 07:30:00,17.0,56.9,17.2
R0476,Charlie,2025-03-21 02:30:00,9.5,82.7,16.5
R0497,Echo,2025-03-01 23:30:00,6.1,44.0,8.6
R0102,Echo,2025-03-05 12:00:00,16.5,91.3,17.9
R0518,Alpha,2025-03-02 20:00:00,9.9,31.0,14.6
R0316,Alpha,2025-03-14 10:00:00,10.0,30.7,10.2
R0054,Delta,2025-03-03 12:15:00,15.89,66.8,5.9
R0472,Delta,2025-03-20 22:15:00,18.5,,8.5
R0166,Echo,2025-03-08 04:00:00,14.22,32.1,9.1
R0335,Delta,2025-03-15 05:15:00,13.4,49.4,6.0
R0553,Delta,2025-03-04 07:30:00,11.8,91.7,13.2
R0075,Alpha,2025-03-04 09:15:00,10.89,84.8,5.9
R0064,Delta,2025-03-03 22:30:00,11.6,,0.4
R0176,Delta,2025-03-08 14:15:00,14.3,57.5,5.9
R0481,Delta,2025-03-01 07:15:00,6.2,31.7,10.4
R0579,Echo,2025-03-05 09:00:00,15.8,93.6,10.6
R0461,Bravo,2025-03-20 11:15:00,2.0,47.8,9.1
R0153,Delta,2025-03-07 15:00:00,3.6,,0.0
R0469,Delta,2025-03-20 19:15:00,2.6,67.8,16.1
R0267,Bravo,2025-03-12 09:15:00,5.4,84.3,4.8
R0009,Delta,2025-03-01 15:30:00,-2.8,43.2,0.0
R0399,Delta,2025-03-17 21:00:00,13.1,93.4,6.6
R0570,Alpha,2025-03-05 00:00:00,16.1,70.3,13.5
R0028,Delta,2025-03-02 10:00:00,16.3,42.1,5.0
R0431,Delta,2025-03-19 05:00:00,4.22,32.5,17.7
R0482,Echo,2025-03-01 08:15:00,11.4,35.5,8.4
R0521,Alpha,2025-03-02 23:15:00,14.5,58.1,3.2
R0129,Delta,2025-03-06 15:30:00,15.5,53.3,6.3
R0564,Bravo,2025-03-04 18:15:00,-6.5,71.2,0.7
R0279,Echo,2025-03-12 21:30:00,13.0,83.2,17.5
R0558,Delta,2025-03-04 12:15:00,13.5,65.8,5.8
R0206,Bravo,2025-03-09 20:30:00,8.72,64.6,4.5
R0414,Alpha,2025-03-18 12:15:00,8.39,48.0,8.9
R0495,Charlie,2025-03-01 21:00:00,9.5,58.7,0.0
R0383,Echo,2025-03-17 05:15:00,20.2,90.1,12.1
R0018,Delta,2025-03-02 00:00:00,13.5,80.0,5.9
R0061,Alpha,2025-03-03 19:00:00,12.5,91.3,12.7
R0115,Echo,2025-03-06 01:00:00,4.7,78.3,3.9
R0225,Charlie,2025-03-10 15:15:00,18.4,34.2,8.8
R0441,Alpha,2025-03-19 15:30:00,3.5,,0.1
R0554,Echo,2025-03-04 08:00:00,4.3,87.7,11.5
R0113,Echo,2025-03-05 23:30:00,4.5,63.2,11.1
R0116,Echo,2025-03-06 02:15:00,-4.28,54.3,2.1
R0310,Delta,2025-03-14 04:15:00,9.4,,9.1
R0531,Bravo,2025-03-03 09:00:00,9.72,42.7,16.3
R0268,Charlie,2025-03-12 10:30:00,25.3,82.3,3.4
R0529,Bravo,2025-03-03 07:00:00,10.3,72.9,10.9
R0416,Alpha,2025-03-18 14:15:00,8.0,43.7,6.3
R0057,Delta,2025-03-03 15:00:00,7.3,91.9,3.8
R0317,Bravo,2025-03-14 11:00:00,6.4,83.7,0.9
R0062,Echo,2025-03-03 20:00:00,5.7,31.8,0.0
R0412,Alpha,2025-03-18 10:15:00,8.89,71.6,5.3
R0557,Delta,2025-03-04 11:15:00,8.0,50.6,5.7
R0002,Alpha,2025-03-01 08:15:00,15.6,46.3,14.5
R0284,Echo,2025-03-13 02:15:00,12.1,36.6,12.0
R0458,Bravo,2025-03-20 08:00:00,16.3,85.4,5.7
R0372,Echo,2025-03-16 18:15:00,18.6,88.6,0.0
R0434,Charlie,2025-03-19 08:00:00,13.8,,11.5
R0387,Bravo,2025-03-17 09:30:00,-1.9,34.1,4.4
R0370,Bravo,2025-03-16 16:15:00,4.72,77.4,11.9
R0323,Delta,2025-03-14 17:30:00,16.5,,17.1
R0452,Alpha,2025-03-20 02:00:00,7.28,65.4,7.4
R0351,Charlie,2025-03-15 21:15:00,11.0,73.6,13.1
R0292,Delta,2025-03-13 10:00:00,9.0,59.0,11.0
R0146,Bravo,2025-03-07 08:15:00,21.2,48.9,11.8
R0235,Alpha,2025-03-11 01:30:00,19.3,31.8,6.9
R0025,Alpha,2025-03-02 07:15:00,12.2,92.0,7.3
R0108,Charlie,2025-03-05 18:15:00,13.2,94.3,17.9
R0240,Bravo,2025-03-11 06:15:00,16.7,41.1,16.8
R0595,Alpha,2025-03-06 01:30:00,9.61,59.1,11.3
R0283,Bravo,2025-03-13 01:15:00,12.0,75.9,0.8
R0065,Charlie,2025-03-03 23:15:00,24.4,53.9,5.5
R0052,Delta,2025-03-03 10:00:00,12.8,58.1,16.2
R0213,Delta,2025-03-10 03:30:00,21.1,86.0,10.4
R0053,Delta,2025-03-03 11:30:00,7.4,82.4,6.3
R0044,Alpha,2025-03-03 02:30:00,13.22,67.9,6.9
R0178,Echo,2025-03-08 16:15:00,11.5,88.1,6.8
R0367,Echo,2025-03-16 13:15:00,21.6,90.4,3.7
R0563,Delta,2025-03-04 17:00:00,9.9,55.4,1.1
R0436,Echo,2025-03-19 10:30:00,21.9,64.3,9.3
R0256,Bravo,2025-03-11 22:15:00,14.6,79.6,5.2
R0218,Bravo,2025-03-10 08:15:00,11.0,,12.9
R0451,Charlie,2025-03-20 01:30:00,13.7,68.4,1.2
R0104,Bravo,2025-03-05 14:30:00,10.22,91.2,11.9
R0525,Delta,2025-03-03 03:15:00,7.4,67.3,12.1
R0160,Echo,2025-03-07 22:30:00,7.28,48.2,2.3
R0341,Alpha,2025-03-15 11:00:00,17.5,57.8,0.0
R0243,Charlie,2025-03-11 09:30:00,7.7,56.2,8.3
R0086,Alpha,2025-03-04 20:00:00,12.1,51.8,4.4
R0440,Delta,2025-03-19 14:30:00,14.0,48.2,14.8
R0204,Echo,2025-03-09 18:15:00,12.39,94.3,7.0
R0475,Delta,2025-03-21 01:15:00,20.0,44.2,14.8
R0033,Alpha,2025-03-02 15:15:00,10.4,31.5,17.2
R0509,Delta,2025-03-02 11:15:00,10.2,38.3,7.1
R0139,Delta,2025-03-07 01:00:00,10.5,92.9,0.0
R0255,Delta,2025-03-11 21:30:00,12.6,50.1,14.9
R0060,Charlie,2025-03-03 18:15:00,16.1,71.0,9.7
R0342,Alpha,2025-03-15 12:30:00,3.9,89.2,2.1
R0580,Charlie,2025-03-05 10:30:00,11.6,30.9,13.3
R0163,Charlie,2025-03-08 01:00:00,10.1,41.7,7.3
R0237,Alpha,2025-03-11 03:15:00,11.3,94.2,15.0
R0224,Echo,2025-03-10 14:30:00,0.22,,17.3
R0251,Charlie,2025-03-11 17:15:00,8.1,77.5,2.1
R0150,Echo,2025-03-07 12:00:00,19.1,64.9,16.0
R0019,Delta,2025-03-02 01:15:00,10.7,91.7,2.8
R0406,Charlie,2025-03-18 04:15:00,13.1,75.8,13.3
R0552,Echo,2025-03-04 06:30:00,9.61,70.9,2.2
R0079,Charlie,2025-03-04 13:00:00,7.3,40.3,3.4
R0194,Echo,2025-03-09 08:00:00,16.9,38.7,13.3
R0396,Echo,2025-03-17 18:30:00,7.3,41.4,15.8
R0524,Alpha,2025-03-03 02:30:00,12.3,93.7,2.6
R0136,Bravo,2025-03-06 22:15:00,10.5,76.5,7.4
R0422,Bravo,2025-03-18 20:30:00,4.6,92.4,13.0
R0174,Bravo,2025-03-08 12:00:00,0.5,36.5,15.7
R0126,Charlie,2025-03-06 12:30:00,15.6,53.3,5.6
R0142,Charlie,2025-03-07 04:30:00,9.6,42.4,8.5
R0575,Charlie,2025-03-05 05:30:00,9.9,,16.3
R0363,Delta,2025-03-16 09:30:00,15.28,88.8,12.3
R0583,Alpha,2025-03-05 13:15:00,20.22,75.3,2.0
R0281,Echo,2025-03-12 23:15:00,12.6,55.0,10.7
R0074,Bravo,2025-03-04 08:15:00,-0.5,56.4,9.1
R0357,Bravo,2025-03-16 03:00:00,14.4,92.4,1.4
R0504,Delta,2025-03-02 06:00:00,12.61,,8.4
R0197,Alpha,2025-03-09 11:30:00,5.9,48.6,5.2
R0318,Delta,2025-03-14 12:15:00,7.89,53.1,3.6
R0596,Charlie,2025-03-06 02:30:00,11.6,61.3,2.3
R0532,Bravo,2025-03-03 10:00:00,3.7,54.1,8.2
R0131,Alpha,2025-03-06 17:30:00,12.39,47.0,12.8
R0429,Charlie,2025-03-19 03:00:00,14.3,85.5,17.9
R0005,Echo,2025-03-01 11:15:00,22.9,86.9,15.2
R0040,Echo,2025-03-02 22:00:00,20.9,93.5,14.9
R0325,Alpha,2025-03-14 19:00:00,15.1,39.3,13.9
R0384,Alpha,2025-03-17 06:15:00,5.5,42.9,3.6
R0091,Delta,2025-03-05 01:00:00,13.3,36.9,0.1
R0130,Delta,2025-03-06 16:15:00,18.22,,9.7
R0328,Echo,2025-03-14 22:15:00,11.5,87.2,8.8
R0394,Alpha,2025-03-17 16:00:00,10.3,,8.7
R0559,Alpha,2025-03-04 13:00:00,1.8,60.6,12.6
R0260,Delta,2025-03-12 02:30:00,17.5,65.2,11.0
R0022,Alpha,2025-03-02 04:15:00,17.1,92.2,7.0
R0378,Alpha,2025-03-17 00:30:00,11.0,34.9,12.4
R0430,Delta,2025-03-19 04:15:00,16.11,31.8,17.5
R0478,Charlie,2025-03-21 04:15:00,10.9,80.7,1.5
R0523,Echo,2025-03-03 01:30:00,9.1,78.2,5.8
R0483,Bravo,2025-03-01 09:30:00,4.39,36.3,0.0
